Symptom_1,Symptom_2,Symptom_3,Symptom_4,Disease,Description,Medication,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,workout
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Consume cruciferous vegetables in moderation
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Stay hydrated
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Include nutrient-rich foods
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Limit caffeine and alcohol
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Include omega-3 fatty acids
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Consult a healthcare professional
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Follow medical recommendations
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Maintain a stable weight
 fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']","['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,Engage in regular exercise
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Consume complex carbohydrates
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Include protein-rich foods
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Stay hydrated
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Limit sugary foods and beverages
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Consume regular meals and snacks
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Consult a healthcare professional
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Monitor blood sugar levels
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Follow medical recommendations
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Engage in regular physical activity
 vomiting, fatigue, anxiety, sweating,Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']","['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']",lie down on side,check in pulse,drink sugary drinks,consult doctor,Limit alcohol intake
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Consume anti-inflammatory foods
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Include omega-3 fatty acids
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Consume antioxidant-rich foods
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Stay hydrated
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Limit processed foods
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Include vitamin K-rich foods
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Consult a healthcare professional
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Follow medical recommendations
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Engage in low-impact exercise
 joint_pain, neck_pain, knee_pain, hip_joint_pain,Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",acetaminophen,consult nearest hospital,follow up,salt baths,Maintain a healthy weight
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Consume anti-inflammatory foods
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Include omega-3 fatty acids
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Consume antioxidant-rich foods
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Stay hydrated
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Limit processed foods
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Include vitamin K-rich foods
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Consult a healthcare professional
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Follow medical recommendations
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Engage in low-impact exercise
 muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",exercise,use hot and cold therapy,try acupuncture,massage,Maintain a healthy weight
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"Avoid trigger foods (caffeine, alcohol)"
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit sodium intake
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Stay hydrated
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Consume ginger and ginkgo biloba
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit artificial sweeteners
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Consult a healthcare professional
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Avoid sudden head movements
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Follow medical recommendations
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Manage stress
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit caffeine and stimulants
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Consume a balanced diet
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit dairy and high-glycemic foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Include antioxidants
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Stay hydrated
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit processed foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Include zinc-rich foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Consult a skincare professional
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Practice good skincare hygiene
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit sugary foods and beverages
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Follow medical recommendations
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Stay hydrated
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consume cranberry products
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Include vitamin C-rich foods
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Limit caffeine and alcohol
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consume probiotics
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Avoid spicy and acidic foods
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consult a healthcare professional
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Follow medical recommendations
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Maintain good hygiene
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Limit sugary foods and beverages
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consume anti-inflammatory foods
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Include omega-3 fatty acids
